QALD id	match status	QALD question	QueGG question	TP	FP	FN	QALD SPARQL query	QueGG SPARQL query	TP	FP	FN	Precision	Recall	F-Measure
42	0.7594936709	What is the location of the Houses of Parliament?	"""What is the location of Spain?""(rdfs:label is very different)"	0	1	3	SELECT ?uri WHERE { <http://dbpedia.org/resource/Palace_of_Westminster> <http://dbpedia.org/ontology/location> ?uri . }	"select ?o 

{

 <http://dbpedia.org/resource/Spain> <http://dbpedia.org/ontology/location> ?o . 

}"	0	1	3	0	0	0
45	0.7857142857	What was the last movie with Alec Guinness?	What was the movie with Alec Guinness?(should work)	0	1	1	SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Alec_Guinness> . ?uri <http://dbpedia.org/ontology/releaseDate> ?date . } ORDER BY DESC(?date) LIMIT 1	"select ?o 

{

 <http://dbpedia.org/resource/Alec_Guinness> <http://dbpedia.org/ontology/deathDate> ?o . 

}"	0	1	1	0	0	0
47	0.7586206897	Is Frank Herbert still alive?	"""Where is Frank Herbert lived?"""	0	1	1	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
 OPTIONAL { res:Frank_Herbert dbo:deathDate ?date . }
 FILTER (!BOUND(?date))
}"	"select ?o 

{

 <http://dbpedia.org/resource/Frank_Herbert> <http://dbpedia.org/ontology/residence> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 

}"	0	1	1	0	0	0
51	0.7678571429	Give me all actors starring in movies directed by William Shatner.	"""Give me all films directed by William Shatner?"""	0	4	18	SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/William_Shatner> . ?x <http://dbpedia.org/ontology/starring> ?uri . }	"select ?s 

{

 ?s <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/William_Shatner> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . 

}"	0	4	18	0	0	0
62	0	List all episodes of the first season of the HBO television series The Sopranos!		0	1	86	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 ?uri dbo:series res:The_Sopranos .
 ?uri dbo:seasonNumber 1 .
}"		0	1	86	0	0	0
69	0	List all episodes of the first season of the HBO television series The Sopranos.		0	1	86	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 ?uri dbo:series res:The_Sopranos .
 ?uri dbo:seasonNumber 1 .
}"		0	1	86	0	0	0
71	0.7868852459	Who played Gus Fring in Breaking Bad?	"""Who played Breaking Bad?""(No mention of Gus Fring)"	0	1	1	SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer> ?uri . }	"select ?o 

{

 <http://dbpedia.org/resource/Breaking_Bad> <http://dbpedia.org/ontology/portrayer> ?o . 

}"	0	1	1	0	0	0
73	0	In which ancient empire could you pay with cocoa beans?		0	1	1	SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Cocoa_bean> . }		0	1	1	0	0	0
75	0.8192771084	How many people live in the capital of Australia?	"""How many People live in Australia?"""	0	1	1	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
 res:Australia dbo:capital ?x .
 ?x dbo:populationTotal ?num .
}"	"select ?o 

{

 <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/populationTotal> ?o . 

}"	0	1	1	0	0	0
79	0	How many Aldi stores are there?		0	1	1	SELECT DISTINCT ?number WHERE { <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/numberOfLocations> ?number . }		0	1	1	0	0	0
88	0.85	Give me the grandchildren of Elvis Presley.	"""Give me all children of Elvis Presley"""	0	1	1	SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?child . ?child <http://dbpedia.org/ontology/child> ?uri . }	"select ?o 

{

 <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?o . 

}"	0	1	1	0	0	0
90	0.7368421053	When did Dracula's creator die?	"""When did Bruce Carver die?""(complex should work)"	0	1	1	SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/creator> ?x . ?x <http://dbpedia.org/ontology/deathDate> ?date . }	"select ?o 

{

 <http://dbpedia.org/resource/Bruce_Carver> <http://dbpedia.org/ontology/deathDate> ?o . 

}"	0	1	1	0	0	0
91	0	Which country does the creator of Miffy come from?		0	1	1	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 res:Miffy dbo:creator ?x .
 ?x dbo:nationality ?uri .
}"		0	1	1	0	0	0
96	0.7906976744	How many children did Benjamin Franklin have?	"""show me all children of Benjamin Franklin"""	0	3	1	SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE { <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?uri . }	"select ?o 

{

 <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?o . 

}"	0	3	1	0	0	0
102	0.8	List all games by GMT.	"""List all the games by MetaTV"" (GMT_Games)"	0	1	7	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
 ?uri dbo:publisher res:GMT_Games .
}"	"select ?s 

{

 ?s <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/MetaTV> . 

}"	0	1	7	0	0	0
112	0.9538461538	Who is the president of Eritrea?	"""What is the president of Eritrea?""(leader of, should work)"	0	1	1	SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leader> ?uri . <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leaderTitle> 'President'@en . }	"select ?o 

{

 <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/office> ?o . 

}"	0	1	1	0	0	0
114	0.9310344828	When was the Titanic completed?	"""When was Titanic completed?""(should work, RMS_Titanic)"	0	1	1	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date
WHERE { 
 res:RMS_Titanic dbo:completionDate ?date . 
}"	"select ?o 

{

 <http://dbpedia.org/resource/Titanic> <http://dbpedia.org/ontology/completionDate> ?o . 

}"	0	1	1	0	0	0
115	0.7228915663	How many pages does War and Peace have?	"""which languages does War and Peace write in?"""	0	1	1	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?n
WHERE {
 res:War_and_Peace dbo:numberOfPages ?n .
}"	"select ?o 

{

 <http://dbpedia.org/resource/War_and_Peace> <http://dbpedia.org/ontology/programmingLanguage> ?o . 

}"	0	1	1	0	0	0
120	0	Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?		0	1	22	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {
 res:Lufthansa dbo:subsidiary ?uri .
 ?uri dbo:targetAirport res:Dortmund_Airport .
 ?uri dbo:targetAirport res:Berlin_Tegel_Airport .
}"		0	1	22	0	0	0
133	0	How many inhabitants does the largest city in Canada have?		0	1	1	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
 res:Canada dbo:largestCity ?city . 
 ?city dbo:populationTotal ?num .
}"		0	1	1	0	0	0
135	0.7058823529	Which book has the most pages?	"""which book was published by GMT Games?"""	0	7	1	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
 ?uri rdf:type dbo:Book . 
 ?uri dbo:numberOfPages ?n .
}
ORDER BY DESC(?n)
OFFSET 0 LIMIT 1"	"select ?s 

{

 ?s <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/GMT_Games> . 

}"	0	7	1	0	0	0
136	0.9428571429	In which country does the Nile start?	"""in which country does Nile start?"""	0	1	2	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
 res:Nile dbo:sourceCountry ?uri .
}"	"select ?o 

{

 <http://dbpedia.org/resource/Nile> <http://dbpedia.org/property/mouthLocation> ?o . 

}"	0	1	2	0	0	0
140	0.8979591837	In which city was the president of Montenegro born?	"""in which city did President of Montenegro born?"""	0	1	5	SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/office> <http://dbpedia.org/resource/President_of_Montenegro> . ?x <http://dbpedia.org/ontology/birthPlace> ?uri . ?uri a <http://dbpedia.org/ontology/City> . }	"select ?o 

{

 <http://dbpedia.org/resource/President_of_Montenegro> <http://dbpedia.org/ontology/birthPlace> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 

}"	0	1	5	0	0	0
141	1	Which country was Bill Gates born in?	"""which country was Bill Gates born in?"" (sparql is different)"	0	3	1	SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthPlace> ?x . ?x <http://dbpedia.org/ontology/country> ?uri . }	"select ?o 

{

 <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthPlace> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country> . 

}"	0	3	1	0	0	0
142	0.7654320988	In which countries do people speak Japanese?		0	1	1	SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Japanese_language> . }	"select ?o 

{

 <http://dbpedia.org/resource/Ganges> <http://dbpedia.org/property/mouthLocation> ?o . 

}"	0	1	1	0	0	0
157	0	Was U.S. president Jackson involved in a war?		0	1	1	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
 res:Andrew_Jackson dbo:battle ?battle . 
}"		0	1	1	0	0	0
163	0.8	To which party does the mayor of Paris belong?	"""to which party does Neymar belong?"""	0	1	1	SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?x . ?x <http://dbpedia.org/ontology/party> ?uri . }	"select ?o 

{

 <http://dbpedia.org/resource/Neymar> <http://dbpedia.org/ontology/party> ?o . 

}"	0	1	1	0	0	0
165	0.8636363636	Who was the 16th president of the United States?	"""What was the president of United States?"""	0	1	2	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:office 'President of the United States' .
 ?uri dbo:orderInOffice '16th' .
}"	"select ?o 

{

 <http://dbpedia.org/resource/United_States> <http://dbpedia.org/ontology/office> ?o . 

}"	0	1	2	0	0	0
177	0.776119403	Give me all Swedish oceanographers.	"""Give me all sons of Oceanography"""	0	1	42	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:field res:Oceanography . 
 ?uri dbo:birthPlace res:Sweden . 
}"	"select ?o 

{

 <http://dbpedia.org/resource/Oceanography> <http://dbpedia.org/ontology/child> ?o . 

}"	0	1	42	0	0	0
178	0	Show me Hemingway's autobiography.		0	1	21	SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Ernest_Hemingway> . ?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Autobiography> . }		0	1	21	0	0	0
179	0.8604651163	Who are the parents of the wife of Juan Carlos I?	"""Who are the parents of Juan Carlos I?"""	0	2	2	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
 res:Juan_Carlos_I_of_Spain dbo:spouse ?x . 
 ?x dbo:parent ?uri . 
}"	"select ?o 

{

 <http://dbpedia.org/resource/Juan_Carlos_I_of_Spain> <http://dbpedia.org/ontology/parent> ?o . 

}"	0	2	2	0	0	0
180	0.7272727273	Did Tesla win a nobel prize in physics?	"""Who was won by Nobel Prize in Physics?"""	0	1	1	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
 res:Nikola_Tesla dbo:award res:Nobel_Prize_in_Physics .
}"	"select ?s 

{

 ?s <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Nobel_Prize_in_Physics> . 

}"	0	1	1	0	0	0
182	0.7076923077	Which city has the least inhabitants?	"""which city was Cher live in?"""	0	1	1	SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?uri <http://dbpedia.org/ontology/populationTotal> ?pop . } ORDER BY ASC(?pop) OFFSET 0 LIMIT 1	"select ?o 

{

 <http://dbpedia.org/resource/Cher> <http://dbpedia.org/ontology/residence> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 

}"	0	1	1	0	0	0
187	0	Did Kaurism├ñki ever win the Grand Prix at Cannes?		0	1	1	ASK WHERE { <http://dbpedia.org/resource/Aki_Kaurism├ñki> <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Grand_Prix_(Cannes_Film_Festival)> . }		0	1	1	0	0	0
190	0.8571428571	In which U.S. state is Fort Knox located?	"""in which place is Fort Knox located?"""	0	1	1	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Fort_Knox dbp:location ?uri .
 ?uri dbo:country res:United_States .
}"	"select ?o 

{

 <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?o . 

}"	0	1	1	0	0	0
193	0	To which artistic movement did the painter of The Three Dancers belong?		0	1	1	SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Three_Dancers> <http://dbpedia.org/ontology/author> ?person . ?person <http://dbpedia.org/ontology/movement> ?uri . }		0	1	1	0	0	0
194	0.7580645161	Which scientist is known for the Manhattan Project and the Nobel Peace Prize?	"""which Scientist is known for Manhattan Project?"""	1	18	6	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:knownFor res:Manhattan_Project .
 ?uri rdf:type dbo:Scientist .
 ?uri dbo:knownFor res:Nobel_Peace_Prize .
}"	"select ?s 

{

 ?s <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/Manhattan_Project> . 

}"	1	18	6	0.05263158	0.14285715	0.07692308
196	0	Give me all cities in New Jersey with more than 100000 inhabitants.		0	1	4	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
 ?uri rdf:type dbo:City .
 ?uri dbo:isPartOf res:New_Jersey .
 ?uri dbp:populationTotal ?inhabitants .
 FILTER (?inhabitants > 100000) .
}"		0	1	4	0	0	0
206	0	Which subsidiary of TUI Travel serves both Glasgow and Dublin?		0	1	2	SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/TUI_Travel> <http://dbpedia.org/ontology/subsidiary> ?uri . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Glasgow_Airport> . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Dublin_Airport> . }		0	1	2	0	0	0
211	0.8115942029	What are the five boroughs of New York?	"""What are the borough of World?""(should work)"	0	1	5	SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Borough_(New_York_City)> . }	"select ?s 

{

 ?s <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/World> . 

}"	0	1	5	0	0	0
				470	588	399			470	588	399	0.4442344	0.54085153	0.48780486
