"QALD id","match status","QALD question","QueGG question","QALD SPARQL query","QueGG SPARQL query","TP","FP","FN","Precision","Recall","F-Measure"
"35","0.8","¿En qué país nace el Ganges?","""¿En qué actor nacer Ganges?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:Ganges dbo:sourceCountry ?uri .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Ganges> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Actor> .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"36","0.8955223880597015","¿En que año nació Rachel Stevens?","""¿En qué a�o nacido Rachel Stevens?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Rachel_Stevens> <http://dbpedia.org/ontology/birthYear> ?uri . } ","select  ?o    
{
    <http://dbpedia.org/resource/Rachel_Stevens> <http://dbpedia.org/ontology/birthYear>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"37","0.0","¿Es Barack Obama demócrata?",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE { 
        res:Barack_Obama dbo:party <http://dbpedia.org/resource/Democratic_Party_(United_States)> . 
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
"38","0.8333333333333334","¿Dónde nació Bach?","""¿Dónde naci� Cher?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:Johann_Sebastian_Bach dbo:birthPlace ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Cher> <http://dbpedia.org/ontology/birthPlace>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"39","0.9761904761904762","¿Cuántas veces ha estado casada Jane Fonda?","""¿Cuántas veces ha estado casa Jane Fonda?""","SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Jane_Fonda> <http://dbpedia.org/ontology/spouse> ?uri . } ","select (COUNT(DISTINCT ?objOfProp) as ?c) WHERE    
{
    <http://dbpedia.org/resource/Jane_Fonda> <http://dbpedia.org/ontology/spouse>  ?objOfProp .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"40","0.9032258064516129","¿Quién fue el primero en ascender al Monte Everest?","""¿Qué primero en ascender al Monte Everest?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri
WHERE {
          res:Mount_Everest dbo:firstAscentPerson ?uri . 
}","select  ?o    
{
    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/firstAscentPerson>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"41","0.9722222222222222","¿Cuántas personas viven en Polonia?","""¿Cuántas   Personas viven en Polonia?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Poland> <http://dbpedia.org/ontology/populationTotal> ?uri . }  ","select  ?o    
{
    <http://dbpedia.org/resource/Poland> <http://dbpedia.org/ontology/populationTotal>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"42","0.0","¿Donde están situadas las Casas del Parlamento?",,"SELECT ?uri WHERE {  <http://dbpedia.org/resource/Palace_of_Westminster> <http://dbpedia.org/ontology/location> ?uri . } ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"43","0.0","¿Actúa Christian Bale en Batman Begins?",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Batman_Begins dbo:starring res:Christian_Bale .
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
"44","0.75","¿En qué país se encuentra el lago Limerick?","""¿En qué masculine se encuentra Limerick Lake?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:Limerick_Lake dbo:country ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Limerick_Lake> <http://dbpedia.org/ontology/country>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"45","0.0","¿Cuál fue la última película con Alec Guinness?",,"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Alec_Guinness> .  ?uri <http://dbpedia.org/ontology/releaseDate> ?date . } ORDER BY DESC(?date) LIMIT 1 ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"46","0.8536585365853658","¿Cuál es la montaña más alta de Australia?","""¿Cuál es monta�as m�s alta in Australia?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Australia .
        ?uri dbo:elevation ?elevation .
} 
ORDER BY DESC(?elevation) LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Mountain> . ?subjOfProp <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Australia> . ?subjOfProp <http://dbpedia.org/ontology/elevation> ?num . 
} ORDER BY DESC(?num) LIMIT 1","0.0","0.0","0.0","0.0","0.0","0.0"
"47","0.7636363636363637","¿Todavía vive Frank Herbert?","""¿Dónde viv�a Frank Herbert?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	OPTIONAL { res:Frank_Herbert dbo:deathDate ?date . }
        FILTER (!BOUND(?date))
}","select  ?o    
{
    <http://dbpedia.org/resource/Frank_Herbert> <http://dbpedia.org/ontology/residence>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"48","0.0","¿Quién creó Family Guy?",,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Family_Guy> <http://dbpedia.org/ontology/creator> ?uri . }  ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"49","0.958904109589041","¿Cuál es la idioma oficial de Surinam?","""¿Cuál es idioma oficial de Surinam?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Suriname dbo:officialLanguage ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Suriname> <http://dbpedia.org/ontology/officialLanguage>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"50","0.7228915662650602","¿Quién escribió la canción Hotel California?","""¿Qué escribir Hotel California canción?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hotel_California> <http://dbpedia.org/ontology/writer> ?uri . }","select  ?o    
{
    <http://dbpedia.org/resource/Hotel_California> <http://dbpedia.org/ontology/writer>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"51","0.8070175438596491","Dame todos los actores de películas dirigidas por William Shatner.","""Dame todos pel�cula dirigido por William Shatner""","SELECT DISTINCT ?uri WHERE {  ?x <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/William_Shatner> .  ?x <http://dbpedia.org/ontology/starring> ?uri . } ","select  ?s    
{
   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/William_Shatner> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"52","0.7291666666666666","¿Qué contiene una galleta de chocolate?","""¿Qué masculine contiene Galleta con pepitas de chocolate?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chocolate_chip_cookie> <http://dbpedia.org/ontology/ingredient> ?uri . }","select  ?o    
{
    <http://dbpedia.org/resource/Chocolate_chip_cookie> <http://dbpedia.org/ontology/ingredient>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"53","0.0","Dame todos las skateboarders profesionales de Suecia.",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:occupation res:Skateboarding . 
        { ?uri dbo:birthPlace res:Sweden . }
        UNION
        { ?uri dbo:birthPlace ?place . 
          ?place dbo:country res:Sweden . }
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
"54","0.0","¿Qué ingredientes son necesarios para una tarta de zanahorias?",,"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Carrot_cake> <http://dbpedia.org/ontology/ingredient> ?uri . } ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"55","0.0","¿juega Neymar en el Real Madrid?",,"ASK WHERE { <http://dbpedia.org/resource/Neymar> <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Real_Madrid_C.F.> . }",,"0.0","0.0","0.0","0.0","0.0","0.0"
"56","0.0","¿Qué ingeniero informático ganó un Oscar?",,"SELECT DISTINCT ?uri WHERE { { ?uri <http://dbpedia.org/ontology/field> <http://dbpedia.org/resource/Computer_science> . } UNION { ?uri <http://purl.org/dc/elements/1.1/description> ?s . FILTER regex(?s,'computer scientist','i') } ?uri <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Academy_Awards> . } ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"57","0.0","¿Cuántas compañías fueron fundadas en el mismo año que Google?",,"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company> .  ?uri <http://dbpedia.org/ontology/foundingYear> ?year .  <http://dbpedia.org/resource/Google> <http://dbpedia.org/ontology/foundingYear> ?year . } ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"58","0.0","¿En qué ciudad del reino unido se encuentra el cuartel genetal del MI6?",,"PREFIX res: <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE { 
        res:Secret_Intelligence_Service dbo:headquarter ?uri . 
        ?uri dbo:country res:United_Kingdom . 
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
"59","0.7008547008547008","¿Fué la crisis de cuba antes de la invasión de bahía de cochinos?","""¿Cuándo se celebrarse Invasión de bahía de Cochinos?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Cuban_Missile_Crisis dbo:date ?x .
	res:Bay_of_Pigs_Invasion dbo:date ?y .
	FILTER (?x < ?y)
}","select  ?o    
{
    <http://dbpedia.org/resource/Bay_of_Pigs_Invasion> <http://dbpedia.org/property/date>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"60","0.7894736842105263","¿Qué abrevia IYCM?","""¿Dónde abrevia IYCM?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:abbreviation 'IYCM' .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/abbreviation>  'IYCM'    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"61","0.8918918918918919","¿Cuándo se disolvió la dinastía de Ming?","""¿Cuándo se disolvi� Dinastía Ming?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?date
WHERE {  
        res:Ming_dynasty dbo:dissolutionDate ?date .
}","select  ?o    
{
    <http://dbpedia.org/resource/Ming_dynasty> <http://dbpedia.org/ontology/dissolutionDate>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"62","0.0","Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
"63","0.9166666666666666","¿Cuál es la población total de Melbourne, Florida?","""¿Cuál es poplaci�n total de Melbourne Florida?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT ?uri 
WHERE { 
        <http://dbpedia.org/resource/Melbourne,_Florida> dbo:populationTotal ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Melbourne,_Florida> <http://dbpedia.org/ontology/populationTotal>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"64","0.0","¿Fue Arnold Schwarzenegger a la universidad?",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        res:Arnold_Schwarzenegger dbo:almaMater ?x .
        ?x rdf:type dbo:University .
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
