"lexicalEntry","numberOfGrammarRules","numberOfQuestions","frameType","numberOfQuestions","numberOfQuestions"
"http://localhost:8080#Bridge-2245","4","6200","NPP","Success","-"
"http://localhost:8080#British_Columbia-1633","4","6223","NPP","Failed","binding list is empty"
"http://localhost:8080#British_Columbia-1650","4","6227","NPP","Failed","binding list is empty"
"http://localhost:8080#British_Columbia_Canada-1652","4","6231","NPP","Failed","binding list is empty"
"http://localhost:8080#COVID-19-40848","1","7993","NPP","Success","-"
"http://localhost:8080#California-1643","4","6265","NPP","Failed","binding list is empty"
"http://localhost:8080#Canada-5688","4","6284","NPP","Success","-"
"http://localhost:8080#Canada-5698","4","6303","NPP","Success","-"
"http://localhost:8080#Canadian_curler-1886","4","6318","NPP","Success","-"
"http://localhost:8080#Canadian_curler-1902","4","6333","NPP","Success","-"
"http://localhost:8080#Census_in-3475","4","6700","NPP","Success","-"
"http://localhost:8080#Church-397","4","7311","NPP","Success","-"
"http://localhost:8080#City-392","4","7330","NPP","Success","-"
"http://localhost:8080#Columbus_Ohio-6598","4","7398","NPP","Failed","binding list is empty"
"http://localhost:8080#Comics-1735","4","7575","NPP","Success","-"
"http://localhost:8080#Commons_of_Canada-5706","4","7594","NPP","Success","-"
"http://localhost:8080#Conference-45610","4","7613","NPP","Success","-"
"http://localhost:8080#Contest-11417","4","7632","NPP","Success","-"
"http://localhost:8080#Contest-4098","4","7636","NPP","Failed","binding list is empty"
"http://localhost:8080#County-2520","4","7705","NPP","Success","-"
"http://localhost:8080#County-4120","4","7724","NPP","Success","-"
"http://localhost:8080#County-424","4","7758","NPP","Success","-"
"http://localhost:8080#County-7661","4","7773","NPP","Success","-"
"http://localhost:8080#County_Arizona-2527","4","7788","NPP","Success","-"
"http://localhost:8080#County_Arizona-7669","4","7803","NPP","Success","-"
"http://localhost:8080#District-2155","4","8566","NPP","Success","-"
"http://localhost:8080#District_merged-2157","4","8581","NPP","Success","-"
"http://localhost:8080#Division_I-45612","4","8596","NPP","Success","-"
"http://localhost:8080#Empire-1040","4","8750","NPP","Success","-"
"http://localhost:8080#Empire-1041","4","8799","NPP","Success","-"
"http://localhost:8080#Eurovision-11416","4","8845","NPP","Success","-"
"http://localhost:8080#Eurovision-11419","4","8864","NPP","Success","-"
"http://localhost:8080#Eurovision-4100","4","8868","NPP","Failed","binding list is empty"
"http://localhost:8080#Eurovision-4102","4","8872","NPP","Failed","binding list is empty"
"http://localhost:8080#Eurovision_Song_Contest-11420","4","8891","NPP","Success","-"
"http://localhost:8080#Eurovision_Song_Contest-4101","4","8895","NPP","Failed","binding list is empty"
"http://localhost:8080#Football-3059","4","12231","NPP","Success","-"
"http://localhost:8080#Glacier-40844","4","12484","NPP","Success","-"
"http://localhost:8080#Glacier-4437","4","12552","NPP","Success","-"
"http://localhost:8080#Governor-69","4","12575","NPP","Success","-"
"http://localhost:8080#Governor_of-70","4","12590","NPP","Success","-"
"http://localhost:8080#Henry_James-5231","4","12779","NPP","Success","-"
"http://localhost:8080#Henry_James-5238","4","12794","NPP","Success","-"
"http://localhost:8080#Henry_James_published_in-5241","4","12809","NPP","Success","-"
"http://localhost:8080#Highway-6726","4","12847","NPP","Success","-"
"http://localhost:8080#Highway-6777","4","12885","NPP","Success","-"
"http://localhost:8080#House-5700","4","13225","NPP","Success","-"
"http://localhost:8080#House-5701","4","13244","NPP","Success","-"
"http://localhost:8080#House_of-5702","4","13263","NPP","Success","-"
"http://localhost:8080#House_of-5703","4","13282","NPP","Success","-"
"http://localhost:8080#House_of_Commons-5704","4","13301","NPP","Success","-"
"http://localhost:8080#House_of_Commons_of-5693","4","13320","NPP","Success","-"
"http://localhost:8080#James-5240","4","13921","NPP","Success","-"
"http://localhost:8080#Japan-786","3","13937","NPP","Success","-"
"http://localhost:8080#Japan-789","3","13953","NPP","Success","-"
"http://localhost:8080#Japanese_voice-820","4","13968","NPP","Success","-"
"http://localhost:8080#Japanese_voice-821","4","13983","NPP","Success","-"
"http://localhost:8080#Jersey-396","4","14002","NPP","Success","-"
"http://localhost:8080#Journal-19","3","14008","NPP","Failed","binding list is empty"
"http://localhost:8080#Kingdom-1044","4","14219","NPP","Success","-"
"http://localhost:8080#London-4425","4","14419","NPP","Success","-"
"http://localhost:8080#Medal_of-6606","4","14679","NPP","Failed","binding list is empty"
"http://localhost:8080#Minister-68","4","14770","NPP","Success","-"
"http://localhost:8080#Minister_of-74","4","14785","NPP","Success","-"
"http://localhost:8080#Miss-1638","4","14789","NPP","Failed","binding list is empty"
"http://localhost:8080#Month_for-7485","4","14932","NPP","Success","-"
"http://localhost:8080#Mount_Panorama_Circuit-40308","4","14951","NPP","Success","-"
"http://localhost:8080#Museum-4901","4","14970","NPP","Success","-"
"http://localhost:8080#Observatory-2140","4","15008","NPP","Success","-"
"http://localhost:8080#Playmate-3342","4","16052","NPP","Success","-"
"http://localhost:8080#Playmate-7484","4","16101","NPP","Success","-"
"http://localhost:8080#Playmate_of-3350","4","16116","NPP","Success","-"
"http://localhost:8080#Poland-4433","4","16165","NPP","Success","-"
"http://localhost:8080#Pope-1894","4","16225","NPP","Success","-"
"http://localhost:8080#Pope-7475","4","16274","NPP","Success","-"
"http://localhost:8080#President-78","4","16409","NPP","Success","-"
"http://localhost:8080#President-7886","4","16428","NPP","Success","-"
"http://localhost:8080#President_of-7885","4","16447","NPP","Success","-"
"http://localhost:8080#Prime-72","4","16462","NPP","Success","-"
"http://localhost:8080#Prime_Minister-73","4","16477","NPP","Success","-"
"http://localhost:8080#Prime_Minister_of_Japan-6597","4","16481","NPP","Failed","binding list is empty"
"http://localhost:8080#Provincial_Park-1648","4","16663","NPP","Failed","binding list is empty"
"http://localhost:8080#Radio-6145","4","17078","NPP","Success","-"
"http://localhost:8080#Representative-77","4","17552","NPP","Success","-"
"http://localhost:8080#Republic-1042","4","17601","NPP","Success","-"
"http://localhost:8080#Republic-1780","4","17620","NPP","Success","-"
"http://localhost:8080#River-2243","4","17639","NPP","Success","-"
"http://localhost:8080#Riverside_County_California-2156","4","17654","NPP","Success","-"
"http://localhost:8080#Route-6720","4","17711","NPP","Success","-"
"http://localhost:8080#Route-6771","4","17749","NPP","Success","-"
"http://localhost:8080#School-1295","4","18137","NPP","Success","-"
"http://localhost:8080#Song-11418","4","19949","NPP","Success","-"
"http://localhost:8080#Song-4099","4","20048","NPP","Failed","binding list is empty"
"http://localhost:8080#State-6725","4","20277","NPP","Success","-"
"http://localhost:8080#State-6776","4","20315","NPP","Success","-"
"http://localhost:8080#States-631","4","20372","NPP","Success","-"
"http://localhost:8080#States-6600","4","20376","NPP","Failed","binding list is empty"
"http://localhost:8080#Supercheap_Auto-40314","4","20788","NPP","Success","-"
"http://localhost:8080#The_bridge-2246","4","21315","NPP","Success","-"
"http://localhost:8080#The_film-4929","4","21334","NPP","Success","-"
"http://localhost:8080#The_film-7328","4","21473","NPP","Success","-"
"http://localhost:8080#The_series-1537","4","21488","NPP","Success","-"
"http://localhost:8080#The_total_area-2159","4","21503","NPP","Success","-"
"http://localhost:8080#Theatre-395","4","21541","NPP","Success","-"
"http://localhost:8080#U.S-4134","4","21688","NPP","Success","-"
"http://localhost:8080#U.S_state-4131","4","21707","NPP","Success","-"
"http://localhost:8080#U.S_state-4133","4","21726","NPP","Success","-"
"http://localhost:8080#U.S_state_of-4132","4","21745","NPP","Success","-"
"http://localhost:8080#U.S_state_of-4135","4","21764","NPP","Success","-"
"http://localhost:8080#United-630","4","21783","NPP","Success","-"
"http://localhost:8080#United-6602","4","21787","NPP","Failed","binding list is empty"
"http://localhost:8080#United_States-633","4","21806","NPP","Success","-"
"http://localhost:8080#United_States-6601","4","21810","NPP","Failed","binding list is empty"
"http://localhost:8080#University-1296","4","21919","NPP","Success","-"
"http://localhost:8080#University-45605","4","21934","NPP","Success","-"
"http://localhost:8080#University_of_Cambridge-17","3","21937","NPP","Failed","binding list is empty"
"http://localhost:8080#University_of_Cambridge-18","3","21940","NPP","Failed","binding list is empty"
"http://localhost:8080#University_of_East-572","4","21959","NPP","Success","-"
"http://localhost:8080#Volleyball-3056","4","22110","NPP","Success","-"
"http://localhost:8080#West-398","4","22144","NPP","Success","-"
"http://localhost:8080#World-626","4","22359","NPP","Success","-"
"http://localhost:8080#World-628","4","22378","NPP","Success","-"
"http://localhost:8080#World_War-627","4","22397","NPP","Success","-"
"http://localhost:8080#World_War-629","4","22416","NPP","Success","-"
"http://localhost:8080#_song-11413","4","293","NPP","Success","-"
"http://localhost:8080#above_sea_level-432","4","308","NPP","Success","-"
"http://localhost:8080#actress-7483","4","357","NPP","Success","-"
"http://localhost:8080#actress-824","4","372","NPP","Success","-"
"http://localhost:8080#airline-7528","4","376","NPP","Failed","binding list is empty"
"http://localhost:8080#airport-1292","4","485","NPP","Success","-"
"http://localhost:8080#album-11409","4","632","NPP","Success","-"
"http://localhost:8080#album-11422","4","651","NPP","Success","-"
"http://localhost:8080#album-8133","4","700","NPP","Success","-"
"http://localhost:8080#anime-4925","4","3797","NPP","Success","-"
"http://localhost:8080#artist-4902","4","4398","NPP","Success","-"
"http://localhost:8080#arts-1862","4","4413","NPP","Success","-"
"http://localhost:8080#asteroid-2130","4","4432","NPP","Success","-"
"http://localhost:8080#athletic_teams-45594","4","4447","NPP","Success","-"
"http://localhost:8080#athletic_teams-45599","4","4462","NPP","Success","-"
"http://localhost:8080#athletic_teams-45600","4","4477","NPP","Success","-"
"http://localhost:8080#award-6137","4","5524","NPP","Success","-"
"http://localhost:8080#band-589","4","5630","NPP","Success","-"
"http://localhost:8080#bank-6216","4","5634","NPP","Failed","binding list is empty"
"http://localhost:8080#banking-6219","4","5642","NPP","Failed","binding list is empty"
"http://localhost:8080#basketball-3055","4","5657","NPP","Success","-"
"http://localhost:8080#basketball-3060","4","5672","NPP","Success","-"
"http://localhost:8080#basketball-567","4","5691","NPP","Success","-"
"http://localhost:8080#basketball_player-569","4","5710","NPP","Success","-"
"http://localhost:8080#book-5235","4","5909","NPP","Success","-"
"http://localhost:8080#book-554","4","5928","NPP","Success","-"
"http://localhost:8080#book-6361","4","6037","NPP","Success","-"
"http://localhost:8080#book-8134","4","6086","NPP","Success","-"
"http://localhost:8080#books-1743","4","6105","NPP","Success","-"
"http://localhost:8080#bridge-1756","4","6124","NPP","Success","-"
"http://localhost:8080#bridge-2241","4","6143","NPP","Success","-"
"http://localhost:8080#bridge-2251","4","6219","NPP","Success","-"
"http://localhost:8080#by_Henry-5236","4","6246","NPP","Success","-"
"http://localhost:8080#by_Henry_James-5233","4","6261","NPP","Success","-"
"http://localhost:8080#capital-1046","4","6382","NPP","Success","-"
"http://localhost:8080#cartoon-2085","4","6626","NPP","Success","-"
"http://localhost:8080#census-6023","4","6641","NPP","Success","-"
"http://localhost:8080#character-1739","4","6719","NPP","Success","-"
"http://localhost:8080#character-1742","4","6738","NPP","Success","-"
"http://localhost:8080#character-28529","4","6757","NPP","Success","-"
"http://localhost:8080#character-51276","4","6791","NPP","Success","-"
"http://localhost:8080#character-5635","4","6825","NPP","Success","-"
"http://localhost:8080#character-6053","4","6844","NPP","Success","-"
"http://localhost:8080#character-7046","4","7013","NPP","Success","-"
"http://localhost:8080#character-7050","4","7182","NPP","Success","-"
"http://localhost:8080#character-7297","4","7186","NPP","Failed","binding list is empty"
"http://localhost:8080#character_from-51286","4","7220","NPP","Success","-"
"http://localhost:8080#character_from-5642","4","7254","NPP","Success","-"
"http://localhost:8080#character_from-6063","4","7273","NPP","Success","-"
"http://localhost:8080#church-394","4","7292","NPP","Success","-"
"http://localhost:8080#city-6022","4","7345","NPP","Success","-"
"http://localhost:8080#city-7668","4","7360","NPP","Success","-"
"http://localhost:8080#coach-1891","4","7375","NPP","Success","-"
"http://localhost:8080#coaster-40841","4","7394","NPP","Success","-"
"http://localhost:8080#comic_book-6362","4","7507","NPP","Success","-"
"http://localhost:8080#comic_book-8136","4","7556","NPP","Success","-"
"http://localhost:8080#company-6218","4","7598","NPP","Failed","binding list is empty"
"http://localhost:8080#country-2600","4","7640","NPP","Failed","binding list is empty"
"http://localhost:8080#country-2603","4","7644","NPP","Failed","binding list is empty"
"http://localhost:8080#country-2604","4","7648","NPP","Failed","binding list is empty"
"http://localhost:8080#country-5389","4","7667","NPP","Success","-"
"http://localhost:8080#country_in-2599","4","7671","NPP","Failed","binding list is empty"
"http://localhost:8080#country_in-5392","4","7690","NPP","Success","-"
"http://localhost:8080#county-4121","4","7743","NPP","Success","-"
"http://localhost:8080#county_in-4417","4","7852","NPP","Success","-"
"http://localhost:8080#county_in-4418","4","7901","NPP","Success","-"
"http://localhost:8080#county_seat-4123","4","7920","NPP","Success","-"
"http://localhost:8080#county_seat-4127","4","7939","NPP","Success","-"
"http://localhost:8080#county_seat-4130","4","7958","NPP","Success","-"
"http://localhost:8080#county_seat-4136","4","7977","NPP","Success","-"
"http://localhost:8080#courts-940","4","7992","NPP","Success","-"
"http://localhost:8080#cricket-40310","4","8012","NPP","Success","-"
"http://localhost:8080#cricket-40311","4","8031","NPP","Success","-"
"http://localhost:8080#cricket-4429","4","8080","NPP","Success","-"
"http://localhost:8080#cricket_ground-40312","4","8099","NPP","Success","-"
"http://localhost:8080#cricket_ground-40313","4","8118","NPP","Success","-"
"http://localhost:8080#cricket_ground_in-40316","4","8137","NPP","Success","-"
"http://localhost:8080#cricket_ground_in-40317","4","8156","NPP","Success","-"
"http://localhost:8080#curler-1883","4","8171","NPP","Success","-"
"http://localhost:8080#cyclist-1885","4","8186","NPP","Success","-"
"http://localhost:8080#darts-45608","4","8201","NPP","Success","-"
"http://localhost:8080#darts-799","3","8217","NPP","Success","-"
"http://localhost:8080#darts_player-45609","4","8232","NPP","Success","-"
"http://localhost:8080#darts_player-800","3","8248","NPP","Success","-"
"http://localhost:8080#daughter_of-5631","4","8282","NPP","Success","-"
"http://localhost:8080#death-1903","4","8297","NPP","Success","-"
"http://localhost:8080#death-1904","4","8312","NPP","Success","-"
"http://localhost:8080#death-7481","4","8361","NPP","Success","-"
"http://localhost:8080#death-7482","4","8410","NPP","Success","-"
"http://localhost:8080#designation-2133","4","8429","NPP","Success","-"
"http://localhost:8080#diameter-2134","4","8448","NPP","Success","-"
"http://localhost:8080#dish-3850","4","8551","NPP","Success","-"
"http://localhost:8080#edition-942","4","8611","NPP","Success","-"
"http://localhost:8080#edition_of-944","4","8626","NPP","Success","-"
"http://localhost:8080#edition_of-945","4","8641","NPP","Success","-"
"http://localhost:8080#elevation-2528","4","8656","NPP","Success","-"
"http://localhost:8080#elevation-7671","4","8671","NPP","Success","-"
"http://localhost:8080#elevation_of-2529","4","8686","NPP","Success","-"
"http://localhost:8080#elevation_of-425","4","8701","NPP","Success","-"
"http://localhost:8080#entry-4104","4","8803","NPP","Failed","binding list is empty"
"http://localhost:8080#entry_in-4107","4","8807","NPP","Failed","binding list is empty"
"http://localhost:8080#entry_in-4108","4","8811","NPP","Failed","binding list is empty"
"http://localhost:8080#estimated_elevation-431","4","8826","NPP","Success","-"
"http://localhost:8080#event-1868","4","8910","NPP","Success","-"
"http://localhost:8080#event-1869","4","8925","NPP","Success","-"
"http://localhost:8080#event-4434","4","8974","NPP","Success","-"
"http://localhost:8080#expanded_city-2162","4","8989","NPP","Success","-"
"http://localhost:8080#expanded_city_of-2161","4","9004","NPP","Success","-"
"http://localhost:8080#federal_subject-4708","4","9023","NPP","Success","-"
"http://localhost:8080#federal_subject-4709","4","9042","NPP","Success","-"
"http://localhost:8080#federal_subject-4710","4","9061","NPP","Success","-"
"http://localhost:8080#federal_subject_of-4711","4","9080","NPP","Success","-"
"http://localhost:8080#feet-426","4","9095","NPP","Success","-"
"http://localhost:8080#feet-7670","4","9110","NPP","Success","-"
"http://localhost:8080#fictional_character-28533","4","9129","NPP","Success","-"
"http://localhost:8080#fictional_character-28534","4","9148","NPP","Success","-"
"http://localhost:8080#fictional_character-28536","4","9167","NPP","Success","-"
"http://localhost:8080#fictional_character-51282","4","9201","NPP","Success","-"
"http://localhost:8080#fictional_character-51283","4","9235","NPP","Success","-"
"http://localhost:8080#fictional_character-51285","4","9269","NPP","Success","-"
"http://localhost:8080#fictional_character-5637","4","9303","NPP","Success","-"
"http://localhost:8080#fictional_character-5640","4","9337","NPP","Success","-"
"http://localhost:8080#fictional_character-5641","4","9371","NPP","Success","-"
"http://localhost:8080#fictional_character-6058","4","9390","NPP","Success","-"
"http://localhost:8080#fictional_character-6060","4","9409","NPP","Success","-"
"http://localhost:8080#fictional_character-6062","4","9428","NPP","Success","-"
"http://localhost:8080#fictional_character-7054","4","9597","NPP","Success","-"
"http://localhost:8080#fictional_character-7055","4","9766","NPP","Success","-"
"http://localhost:8080#fictional_character-7056","4","9935","NPP","Success","-"
"http://localhost:8080#fictional_character-7298","4","9939","NPP","Failed","binding list is empty"
"http://localhost:8080#fictional_character-7299","4","9943","NPP","Failed","binding list is empty"
"http://localhost:8080#fictional_character-7300","4","9947","NPP","Failed","binding list is empty"
"http://localhost:8080#figure-21099","4","9951","NPP","Failed","binding list is empty"
"http://localhost:8080#figure_skater-21100","4","9955","NPP","Failed","binding list is empty"
"http://localhost:8080#film-2078","4","10199","NPP","Success","-"
"http://localhost:8080#film-2082","4","10443","NPP","Success","-"
"http://localhost:8080#film-2087","4","10687","NPP","Success","-"
"http://localhost:8080#film-4921","4","10706","NPP","Success","-"
"http://localhost:8080#film-7323","4","10845","NPP","Success","-"
"http://localhost:8080#film-8129","4","10894","NPP","Success","-"
"http://localhost:8080#film_directed-2079","4","11138","NPP","Success","-"
"http://localhost:8080#film_directed-2088","4","11382","NPP","Success","-"
"http://localhost:8080#film_directed-4927","4","11401","NPP","Success","-"
"http://localhost:8080#film_directed-7326","4","11540","NPP","Success","-"
"http://localhost:8080#film_directed_by-2080","4","11784","NPP","Success","-"
"http://localhost:8080#film_directed_by-2089","4","12028","NPP","Success","-"
"http://localhost:8080#film_directed_by-4928","4","12047","NPP","Success","-"
"http://localhost:8080#film_directed_by-7327","4","12186","NPP","Success","-"
"http://localhost:8080#firm-3052","4","12201","NPP","Success","-"
"http://localhost:8080#football-3054","4","12216","NPP","Success","-"
"http://localhost:8080#football-4426","4","12280","NPP","Success","-"
"http://localhost:8080#game-2035","4","12299","NPP","Success","-"
"http://localhost:8080#game-2037","4","12318","NPP","Success","-"
"http://localhost:8080#game-2229","4","12337","NPP","Success","-"
"http://localhost:8080#game-6358","4","12446","NPP","Success","-"
"http://localhost:8080#game_developed-2046","4","12465","NPP","Success","-"
"http://localhost:8080#glacier-40847","4","12503","NPP","Success","-"
"http://localhost:8080#gold-1632","4","12556","NPP","Failed","binding list is empty"
"http://localhost:8080#gold_medal_with-1637","4","12560","NPP","Failed","binding list is empty"
"http://localhost:8080#grape-8109","4","12654","NPP","Success","-"
"http://localhost:8080#grape_variety-8115","4","12718","NPP","Success","-"
"http://localhost:8080#ground-40309","4","12737","NPP","Success","-"
"http://localhost:8080#ground_in-40315","4","12756","NPP","Success","-"
"http://localhost:8080#gymnast-21102","4","12760","NPP","Failed","binding list is empty"
"http://localhost:8080#handball-21094","4","12764","NPP","Failed","binding list is empty"
"http://localhost:8080#highway-6718","4","12828","NPP","Success","-"
"http://localhost:8080#highway-6769","4","12866","NPP","Success","-"
"http://localhost:8080#highway_in-6722","4","12904","NPP","Success","-"
"http://localhost:8080#highway_in-6773","4","12923","NPP","Success","-"
"http://localhost:8080#hockey-1275","4","13032","NPP","Success","-"
"http://localhost:8080#hockey-3053","4","13047","NPP","Success","-"
"http://localhost:8080#hockey-3340","4","13062","NPP","Success","-"
"http://localhost:8080#hockey-792","3","13078","NPP","Success","-"
"http://localhost:8080#hockey_team-1278","4","13187","NPP","Success","-"
"http://localhost:8080#hotel-400","4","13206","NPP","Success","-"
"http://localhost:8080#ice_hockey-1277","4","13429","NPP","Success","-"
"http://localhost:8080#ice_hockey-3058","4","13444","NPP","Success","-"
"http://localhost:8080#ice_hockey-3341","4","13459","NPP","Success","-"
"http://localhost:8080#ice_hockey-793","3","13475","NPP","Success","-"
"http://localhost:8080#ice_hockey_team-1279","4","13584","NPP","Success","-"
"http://localhost:8080#in_Adelaide-2091","4","13828","NPP","Success","-"
"http://localhost:8080#in_diameter-2135","4","13847","NPP","Success","-"
"http://localhost:8080#in_turn-3472","4","13906","NPP","Success","-"
"http://localhost:8080#journal-12","3","14005","NPP","Failed","binding list is empty"
"http://localhost:8080#journal-2478","4","14027","NPP","Success","-"
"http://localhost:8080#journal-6352","4","14136","NPP","Success","-"
"http://localhost:8080#killer-1877","4","14151","NPP","Success","-"
"http://localhost:8080#kilometers-2139","4","14170","NPP","Success","-"
"http://localhost:8080#land-4419","4","14268","NPP","Success","-"
"http://localhost:8080#language-3837","4","14302","NPP","Success","-"
"http://localhost:8080#law_firm-3057","4","14317","NPP","Success","-"
"http://localhost:8080#level-427","4","14332","NPP","Success","-"
"http://localhost:8080#line-6721","4","14351","NPP","Success","-"
"http://localhost:8080#line-6772","4","14370","NPP","Success","-"
"http://localhost:8080#magazine-2482","4","14438","NPP","Success","-"
"http://localhost:8080#manga-6353","4","14547","NPP","Success","-"
"http://localhost:8080#martial-1861","4","14562","NPP","Success","-"
"http://localhost:8080#match-1291","4","14671","NPP","Success","-"
"http://localhost:8080#mayor_of_Columbus_Ohio-6604","4","14675","NPP","Failed","binding list is empty"
"http://localhost:8080#member-5690","4","14698","NPP","Success","-"
"http://localhost:8080#member_of-5691","4","14717","NPP","Success","-"
"http://localhost:8080#member_of_House_of-5692","4","14736","NPP","Success","-"
"http://localhost:8080#member_of_House_of_Commons_of_Canada.-5694","4","14755","NPP","Success","-"
"http://localhost:8080#mixed_martial-1864","4","14804","NPP","Success","-"
"http://localhost:8080#mixed_martial-1871","4","14819","NPP","Success","-"
"http://localhost:8080#mixed_martial_arts-1865","4","14834","NPP","Success","-"
"http://localhost:8080#model-7477","4","14883","NPP","Success","-"
"http://localhost:8080#national_handball-21097","4","14974","NPP","Failed","binding list is empty"
"http://localhost:8080#netball-3343","4","14989","NPP","Success","-"
"http://localhost:8080#of_38_districts-3037","4","15027","NPP","Success","-"
"http://localhost:8080#of_Cambridge-21","3","15030","NPP","Failed","binding list is empty"
"http://localhost:8080#of_Canada-5689","4","15049","NPP","Success","-"
"http://localhost:8080#of_Canada-5699","4","15068","NPP","Success","-"
"http://localhost:8080#of_Columbus-6596","4","15072","NPP","Failed","binding list is empty"
"http://localhost:8080#of_Commons_of-5705","4","15091","NPP","Success","-"
"http://localhost:8080#of_Japan-6599","4","15095","NPP","Failed","binding list is empty"
"http://localhost:8080#of_Jurupa_Valley-2152","4","15110","NPP","Success","-"
"http://localhost:8080#of_Russia-4713","4","15129","NPP","Success","-"
"http://localhost:8080#of_Russia-4717","4","15148","NPP","Success","-"
"http://localhost:8080#of_University_of_Cambridge-16","3","15151","NPP","Failed","binding list is empty"
"http://localhost:8080#officer-625","4","15170","NPP","Success","-"
"http://localhost:8080#officially_Republic-2602","4","15174","NPP","Failed","binding list is empty"
"http://localhost:8080#open-source-6270","1","15175","NPP","Success","-"
"http://localhost:8080#opera-28528","4","15194","NPP","Success","-"
"http://localhost:8080#opera-51278","4","15228","NPP","Success","-"
"http://localhost:8080#opera-5634","4","15262","NPP","Success","-"
"http://localhost:8080#opera-6055","4","15281","NPP","Success","-"
"http://localhost:8080#painting-4899","4","15300","NPP","Success","-"
"http://localhost:8080#painting-4903","4","15319","NPP","Success","-"
"http://localhost:8080#painting-4904","4","15338","NPP","Success","-"
"http://localhost:8080#painting_by-4900","4","15357","NPP","Success","-"
"http://localhost:8080#pair-391","4","15376","NPP","Success","-"
"http://localhost:8080#pair_of-401","4","15395","NPP","Success","-"
"http://localhost:8080#part-941","4","15410","NPP","Success","-"
"http://localhost:8080#part_of-943","4","15425","NPP","Success","-"
"http://localhost:8080#party-5695","4","15444","NPP","Success","-"
"http://localhost:8080#party_member_of-5696","4","15463","NPP","Success","-"
"http://localhost:8080#party_member_of_House-5697","4","15482","NPP","Success","-"
"http://localhost:8080#philosopher-3834","4","15516","NPP","Success","-"
"http://localhost:8080#philosopher-817","4","15531","NPP","Success","-"
"http://localhost:8080#place-1856","4","15546","NPP","Success","-"
"http://localhost:8080#place-1857","4","15561","NPP","Success","-"
"http://localhost:8080#place-2521","4","15576","NPP","Success","-"
"http://localhost:8080#place-434","4","15591","NPP","Success","-"
"http://localhost:8080#place-4420","4","15640","NPP","Success","-"
